Order_ID,Order_Date,Customer_ID,Product,Category,Region,Quantity,Unit_Price,Sales,Profit
ORD01513,2022-07-23,CUST0212,Tablet,Electronics,North,4,692,2768,654.58
ORD01514,2023-03-21,CUST0060,Keyboard,Accessories,West,4,781,3124,395.67
ORD01515,2023-07-06,CUST1000,Mouse,Accessories,North,5,827,4135,782.71
ORD01516,2022-12-03,CUST0936,Tablet,Electronics,South,5,214,1070,257.02
ORD01517,2022-10-06,CUST0877,Tablet,Electronics,South,3,727,2181,281.92
ORD01518,2021-11-04,CUST0103,Keyboard,Accessories,West,1,752,752,142.43
ORD01519,2023-05-11,CUST0182,Camera,Electronics,North,5,1463,7315,421.26
ORD01520,2023-08-17,CUST0166,Monitor,Electronics,West,2,172,344,97.79
ORD01521,2021-08-08,CUST0498,Tablet,Electronics,South,3,202,606,71.16
ORD01522,2021-12-31,CUST0274,Camera,Electronics,North,4,1378,5512,1586.14
ORD01523,2022-07-11,CUST0565,Laptop,Electronics,South,1,78,78,13.65
ORD01524,2022-03-29,CUST0051,Monitor,Electronics,North,3,388,1164,130.43
ORD01525,2021-05-06,CUST0748,Camera,Electronics,South,5,1485,7425,1857.85
ORD01526,2022-03-24,CUST0193,Phone,Electronics,South,3,124,372,30.03
ORD01527,2022-05-21,CUST0510,Printer,Electronics,North,1,891,891,66.27
ORD01528,2023-07-13,CUST0117,Phone,Electronics,South,1,717,717,195.86
ORD01529,2021-02-16,CUST0323,Keyboard,Accessories,East,3,754,2262,356.7
ORD01530,2021-05-15,CUST0573,Printer,Electronics,South,2,125,250,26.57
ORD01531,2023-07-08,CUST0070,Monitor,Electronics,West,5,109,545,36.45
ORD01532,2023-07-06,CUST0624,Camera,Electronics,East,3,353,1059,86.91
ORD01533,2023-04-23,CUST0484,Tablet,Electronics,North,4,1448,5792,1714.07
ORD01534,2021-10-20,CUST0644,Mouse,Accessories,East,3,1146,3438,609.19
ORD01535,2021-05-16,CUST0321,Phone,Electronics,West,4,528,2112,114.13
ORD01536,2022-10-26,CUST0354,Phone,Electronics,South,5,1218,6090,1110.42
ORD01537,2022-10-26,CUST0732,Camera,Electronics,South,3,1162,3486,576.56
ORD01538,2022-11-11,CUST0146,Keyboard,Accessories,East,1,916,916,151.38
ORD01539,2021-06-18,CUST0446,Phone,Electronics,East,3,815,2445,552.4
ORD01540,2022-10-15,CUST0410,Monitor,Electronics,North,4,1241,4964,315.59
ORD01541,2023-01-08,CUST0888,Laptop,Electronics,West,4,898,3592,906.48
ORD01542,2021-02-09,CUST0551,Mouse,Accessories,East,5,621,3105,197.35
ORD01543,2022-12-20,CUST0903,Keyboard,Accessories,South,2,215,430,103.89
ORD01544,2021-12-28,CUST0330,Phone,Electronics,East,2,590,1180,201.09
ORD01545,2023-09-04,CUST0585,Keyboard,Accessories,East,1,963,963,163.06
ORD01546,2022-12-12,CUST0441,Keyboard,Accessories,South,4,441,1764,430.81
ORD01547,2021-02-21,CUST0621,Camera,Electronics,North,4,1085,4340,275.99
ORD01548,2023-06-17,CUST0523,Phone,Electronics,South,3,542,1626,131.27
ORD01549,2023-04-09,CUST0778,Camera,Electronics,North,1,1047,1047,184.14
ORD01550,2023-07-28,CUST0703,Keyboard,Accessories,East,1,167,167,13.02
ORD01551,2023-07-09,CUST0997,Printer,Electronics,North,2,1270,2540,379.94
ORD01552,2022-12-23,CUST0452,Monitor,Electronics,North,5,869,4345,532.41
ORD01553,2023-05-04,CUST0645,Camera,Electronics,South,3,1481,4443,758.9
ORD01554,2023-02-13,CUST0057,Laptop,Electronics,South,3,1390,4170,398.38
ORD01555,2023-03-01,CUST0006,Printer,Electronics,South,3,1174,3522,757.96
ORD01556,2022-06-07,CUST0359,Laptop,Electronics,North,5,638,3190,585.31
ORD01557,2021-10-22,CUST0886,Printer,Electronics,North,3,1369,4107,369.28
ORD01558,2021-09-21,CUST0017,Monitor,Electronics,South,2,548,1096,90.41
ORD01559,2021-12-27,CUST0328,Phone,Electronics,North,5,627,3135,392.57
ORD01560,2021-01-29,CUST0468,Tablet,Electronics,North,3,178,534,40.3
ORD01561,2023-04-10,CUST0742,Keyboard,Accessories,South,5,963,4815,859.88
ORD01562,2023-10-12,CUST0404,Printer,Electronics,East,2,730,1460,170.24
ORD01563,2022-03-11,CUST0317,Camera,Electronics,South,1,1034,1034,65.88
ORD01564,2023-07-19,CUST0172,Monitor,Electronics,South,5,400,2000,547.46
ORD01565,2021-12-09,CUST0354,Camera,Electronics,South,2,757,1514,104.01
ORD01566,2021-05-31,CUST0907,Mouse,Accessories,West,1,1140,1140,75.18
ORD01567,2023-08-01,CUST0186,Monitor,Electronics,South,4,691,2764,353.41
ORD01568,2022-07-20,CUST0718,Monitor,Electronics,East,5,815,4075,1170.32
ORD01569,2023-11-28,CUST0020,Mouse,Accessories,East,3,1121,3363,372.94
ORD01570,2021-04-11,CUST0025,Laptop,Electronics,East,1,1484,1484,143.3
ORD01571,2023-09-29,CUST0897,Keyboard,Accessories,South,2,739,1478,281.37
ORD01572,2023-08-04,CUST0104,Phone,Electronics,North,2,441,882,206.91
ORD01573,2023-01-03,CUST0500,Monitor,Electronics,South,4,998,3992,1045.99
ORD01574,2022-02-02,CUST0929,Camera,Electronics,East,1,1424,1424,222.07
ORD01575,2021-03-06,CUST0813,Monitor,Electronics,East,4,456,1824,371.46
ORD01576,2022-05-14,CUST0932,Laptop,Electronics,East,1,431,431,86.92
ORD01577,2021-03-07,CUST0764,Mouse,Accessories,East,2,211,422,66.67
ORD01578,2021-11-29,CUST0537,Camera,Electronics,North,2,614,1228,125.94
ORD01579,2022-06-28,CUST0993,Keyboard,Accessories,East,5,421,2105,538.49
ORD01580,2023-12-26,CUST0593,Keyboard,Accessories,West,5,328,1640,287.43
ORD01581,2023-12-22,CUST0301,Phone,Electronics,North,1,206,206,35.44
ORD01582,2022-01-01,CUST0867,Mouse,Accessories,East,2,440,880,186.22
ORD01583,2023-06-14,CUST0875,Monitor,Electronics,North,2,497,994,105.34
ORD01584,2021-08-11,CUST0199,Printer,Electronics,East,1,1057,1057,118.66
ORD01585,2023-04-13,CUST0542,Keyboard,Accessories,North,2,274,548,27.5
ORD01586,2023-09-22,CUST0646,Monitor,Electronics,South,4,1089,4356,1237.35
ORD01587,2022-03-01,CUST0165,Tablet,Electronics,South,3,1024,3072,277.02
ORD01588,2021-04-08,CUST0234,Printer,Electronics,West,2,693,1386,129.93
ORD01589,2021-07-25,CUST0409,Printer,Electronics,West,5,130,650,177.87
ORD01590,2021-09-14,CUST0837,Laptop,Electronics,East,4,800,3200,283.63
ORD01591,2022-01-23,CUST0313,Laptop,Electronics,West,3,431,1293,259.32
ORD01592,2022-12-19,CUST0283,Phone,Electronics,East,3,1057,3171,695.97
ORD01593,2023-08-21,CUST0715,Monitor,Electronics,East,4,1488,5952,909.67
ORD01594,2021-02-15,CUST0838,Phone,Electronics,East,2,1288,2576,212.87
ORD01595,2022-05-23,CUST0325,Tablet,Electronics,West,5,646,3230,193.19
ORD01596,2021-06-01,CUST0292,Laptop,Electronics,West,4,309,1236,69.76
ORD01597,2021-07-01,CUST0577,Mouse,Accessories,South,5,1463,7315,1568.21
ORD01598,2021-09-25,CUST0732,Tablet,Electronics,South,1,70,70,20.72
ORD01599,2022-04-24,CUST0853,Camera,Electronics,South,1,1124,1124,93.64
ORD01600,2021-10-02,CUST0072,Keyboard,Accessories,East,5,1235,6175,1848.63
ORD01601,2023-03-11,CUST0678,Tablet,Electronics,West,2,897,1794,268.28
ORD01602,2022-11-19,CUST0045,Monitor,Electronics,East,2,235,470,44.51
ORD01603,2021-03-01,CUST0607,Tablet,Electronics,South,1,1416,1416,355.88
ORD01604,2023-12-23,CUST0591,Camera,Electronics,East,3,1006,3018,658.8
ORD01605,2023-05-09,CUST0534,Printer,Electronics,East,3,431,1293,320.8
ORD01606,2021-12-03,CUST0624,Printer,Electronics,West,4,195,780,87.62
ORD01607,2021-10-04,CUST0894,Mouse,Accessories,North,5,673,3365,565.05
ORD01608,2021-02-15,CUST0293,Monitor,Electronics,North,1,56,56,6.02
ORD01609,2021-09-07,CUST0835,Printer,Electronics,North,1,289,289,83.27
ORD01610,2021-12-12,CUST0374,Laptop,Electronics,North,5,890,4450,1323.76
ORD01611,2021-04-01,CUST0202,Tablet,Electronics,North,2,69,138,20.4
ORD01612,2023-11-02,CUST0921,Phone,Electronics,South,2,1391,2782,293.72
ORD01613,2022-12-24,CUST0398,Tablet,Electronics,North,1,890,890,254.02
ORD01614,2022-01-04,CUST0030,Mouse,Accessories,North,1,955,955,146.97
ORD01615,2022-06-26,CUST0256,Mouse,Accessories,North,5,707,3535,498.51
ORD01616,2022-07-29,CUST0920,Keyboard,Accessories,South,1,1160,1160,245.41
ORD01617,2023-10-11,CUST0402,Camera,Electronics,North,3,496,1488,328.48
ORD01618,2022-10-07,CUST0209,Printer,Electronics,North,1,570,570,159.38
ORD01619,2023-09-18,CUST0816,Keyboard,Accessories,South,5,174,870,73.23
ORD01620,2022-04-06,CUST0086,Printer,Electronics,East,5,528,2640,767.11
ORD01621,2021-03-25,CUST0764,Phone,Electronics,South,4,444,1776,274.95
ORD01622,2021-09-15,CUST0454,Phone,Electronics,North,2,603,1206,269.79
ORD01623,2023-12-07,CUST0658,Monitor,Electronics,North,1,330,330,35.51
ORD01624,2021-09-07,CUST0371,Phone,Electronics,West,4,390,1560,387.08
ORD01625,2023-05-23,CUST0589,Monitor,Electronics,North,1,566,566,65.61
ORD01626,2021-11-20,CUST0913,Monitor,Electronics,North,3,575,1725,496.99
ORD01627,2023-04-07,CUST0037,Phone,Electronics,South,1,1161,1161,268.62
ORD01628,2021-02-23,CUST0303,Printer,Electronics,North,5,864,4320,1284.06
ORD01629,2022-09-28,CUST0248,Camera,Electronics,West,3,946,2838,840.37
ORD01630,2021-06-29,CUST0191,Printer,Electronics,North,3,559,1677,354.3
ORD01631,2023-10-31,CUST0191,Laptop,Electronics,West,4,431,1724,292.8
ORD01632,2022-06-11,CUST0083,Printer,Electronics,West,4,196,784,139.47
ORD01633,2022-12-17,CUST0404,Camera,Electronics,East,3,516,1548,450.85
ORD01634,2023-06-27,CUST0526,Camera,Electronics,North,2,978,1956,496.56
ORD01635,2023-11-30,CUST0260,Monitor,Electronics,East,1,1220,1220,297.23
ORD01636,2023-11-10,CUST0870,Monitor,Electronics,East,4,255,1020,123.78
ORD01637,2023-09-16,CUST0796,Laptop,Electronics,South,5,1301,6505,824.99
ORD01638,2021-08-01,CUST0757,Phone,Electronics,North,2,1272,2544,292.32
ORD01639,2022-06-09,CUST0112,Phone,Electronics,West,5,1327,6635,912.66
ORD01640,2023-11-15,CUST0605,Mouse,Accessories,South,4,183,732,201.16
ORD01641,2022-11-25,CUST0518,Laptop,Electronics,South,3,954,2862,708.19
ORD01642,2022-03-26,CUST0066,Laptop,Electronics,West,1,1475,1475,295.37
ORD01643,2021-08-12,CUST0950,Laptop,Electronics,North,4,562,2248,601.07
ORD01644,2022-06-29,CUST0753,Tablet,Electronics,South,4,391,1564,102.38
ORD01645,2023-12-23,CUST0816,Tablet,Electronics,North,4,302,1208,96.59
ORD01646,2022-02-01,CUST0938,Phone,Electronics,West,1,1427,1427,79.78
ORD01647,2022-05-28,CUST0660,Keyboard,Accessories,South,5,520,2600,644.4
ORD01648,2022-07-23,CUST0057,Mouse,Accessories,West,1,456,456,130.88
ORD01649,2023-12-13,CUST0108,Mouse,Accessories,South,3,801,2403,571.62
ORD01650,2022-10-15,CUST0311,Monitor,Electronics,North,1,69,69,14.17
ORD01651,2023-08-01,CUST0138,Keyboard,Accessories,West,3,976,2928,845.8
ORD01652,2022-04-27,CUST0403,Monitor,Electronics,North,3,1152,3456,492.47
ORD01653,2023-01-13,CUST0059,Laptop,Electronics,East,2,1211,2422,139.44
ORD01654,2021-12-06,CUST0200,Monitor,Electronics,North,5,324,1620,432.01
ORD01655,2022-08-26,CUST0009,Camera,Electronics,South,3,745,2235,661.4
ORD01656,2023-04-13,CUST0621,Phone,Electronics,South,2,454,908,48.23
ORD01657,2021-05-21,CUST0649,Printer,Electronics,South,3,575,1725,198.46
ORD01658,2022-08-19,CUST0534,Phone,Electronics,East,1,381,381,95.12
ORD01659,2023-04-27,CUST0530,Printer,Electronics,East,2,1374,2748,700.75
ORD01660,2021-07-09,CUST0478,Monitor,Electronics,East,4,522,2088,145.7
ORD01661,2021-12-22,CUST0654,Printer,Electronics,South,1,1359,1359,227.99
ORD01662,2021-11-14,CUST0216,Printer,Electronics,South,3,106,318,77.5
ORD01663,2023-10-29,CUST0399,Keyboard,Accessories,East,4,740,2960,387.97
ORD01664,2023-12-03,CUST0270,Phone,Electronics,East,2,731,1462,134.48
ORD01665,2023-02-23,CUST0208,Laptop,Electronics,West,2,844,1688,98.36
ORD01666,2022-05-18,CUST0956,Laptop,Electronics,North,1,874,874,243.15
ORD01667,2022-07-04,CUST0868,Tablet,Electronics,South,5,1426,7130,2048.03
ORD01668,2022-03-04,CUST0710,Camera,Electronics,East,3,1413,4239,1095.87
ORD01669,2023-03-21,CUST0978,Printer,Electronics,West,2,1228,2456,307.16
ORD01670,2021-04-20,CUST0326,Tablet,Electronics,South,4,1165,4660,309.39
ORD01671,2022-05-23,CUST0691,Tablet,Electronics,West,1,1258,1258,233.68
ORD01672,2021-08-21,CUST0429,Laptop,Electronics,West,4,1039,4156,630.4
ORD01673,2023-05-04,CUST0365,Printer,Electronics,East,5,358,1790,305.24
ORD01674,2022-08-07,CUST0625,Phone,Electronics,East,5,927,4635,797.24
ORD01675,2021-02-03,CUST0719,Mouse,Accessories,North,2,831,1662,483.34
ORD01676,2021-08-08,CUST0115,Camera,Electronics,North,1,1028,1028,288.11
ORD01677,2023-01-10,CUST0875,Monitor,Electronics,West,1,1173,1173,178.01
ORD01678,2022-03-05,CUST0360,Keyboard,Accessories,South,2,210,420,41.97
ORD01679,2022-04-11,CUST0512,Monitor,Electronics,East,3,1197,3591,932.13
ORD01680,2023-02-06,CUST0907,Keyboard,Accessories,West,4,362,1448,328.28
ORD01681,2023-08-30,CUST0607,Camera,Electronics,South,3,943,2829,417.69
ORD01682,2023-12-10,CUST0479,Printer,Electronics,West,2,1496,2992,856.81
ORD01683,2021-01-07,CUST0263,Phone,Electronics,East,1,831,831,150.89
ORD01684,2023-07-02,CUST0321,Laptop,Electronics,East,2,1126,2252,555.35
ORD01685,2022-05-18,CUST0861,Printer,Electronics,North,3,907,2721,307.63
ORD01686,2021-06-24,CUST0932,Monitor,Electronics,West,5,1438,7190,1133.73
ORD01687,2022-12-16,CUST0041,Camera,Electronics,East,5,401,2005,501.01
ORD01688,2021-12-19,CUST0576,Laptop,Electronics,East,5,1179,5895,1429.87
ORD01689,2021-12-14,CUST0357,Tablet,Electronics,East,4,138,552,67.03
ORD01690,2023-06-27,CUST0990,Printer,Electronics,North,2,307,614,127.92
ORD01691,2021-03-09,CUST0453,Phone,Electronics,West,2,755,1510,134.84
ORD01692,2022-02-06,CUST0086,Tablet,Electronics,West,4,889,3556,695.42
ORD01693,2023-04-12,CUST0891,Laptop,Electronics,North,4,1330,5320,1390.31
ORD01694,2023-12-31,CUST0866,Tablet,Electronics,North,1,1291,1291,205.1
ORD01695,2021-10-17,CUST0490,Keyboard,Accessories,East,2,976,1952,465.16
ORD01696,2022-12-09,CUST0066,Camera,Electronics,West,2,91,182,21.25
ORD01697,2021-09-08,CUST0882,Monitor,Electronics,West,3,1459,4377,569.03
ORD01698,2023-06-22,CUST0676,Printer,Electronics,West,2,739,1478,210.13
ORD01699,2021-09-27,CUST0135,Tablet,Electronics,West,2,483,966,97.3
ORD01700,2023-04-10,CUST0481,Mouse,Accessories,East,4,481,1924,363.01
ORD01701,2022-04-26,CUST0876,Laptop,Electronics,South,1,910,910,194.68
ORD01702,2022-05-20,CUST0856,Phone,Electronics,West,5,89,445,70.59
ORD01703,2022-12-27,CUST0941,Tablet,Electronics,West,2,202,404,62.11
ORD01704,2022-03-20,CUST0473,Mouse,Accessories,South,3,895,2685,649.47
ORD01705,2021-03-21,CUST0341,Monitor,Electronics,West,2,933,1866,158.4
ORD01706,2022-09-13,CUST0395,Printer,Electronics,South,2,1203,2406,698.89
ORD01707,2021-02-26,CUST0974,Camera,Electronics,East,1,1252,1252,334.26
ORD01708,2023-02-13,CUST0285,Phone,Electronics,North,4,531,2124,176.56
ORD01709,2021-04-24,CUST0450,Tablet,Electronics,West,1,287,287,49.53
ORD01710,2021-05-16,CUST0590,Keyboard,Accessories,West,5,1388,6940,682.62
ORD01711,2021-02-20,CUST0760,Phone,Electronics,West,3,818,2454,312.76
ORD01712,2023-11-15,CUST0337,Tablet,Electronics,East,3,989,2967,576.78
ORD01713,2023-05-17,CUST0654,Keyboard,Accessories,West,3,611,1833,545.67
ORD01714,2021-09-12,CUST0646,Camera,Electronics,North,1,343,343,48.71
ORD01715,2021-11-10,CUST0831,Monitor,Electronics,South,2,528,1056,66.49
ORD01716,2021-08-15,CUST0658,Phone,Electronics,West,3,108,324,44.75
ORD01717,2023-12-04,CUST0270,Camera,Electronics,South,2,415,830,91.47
ORD01718,2023-12-26,CUST0637,Monitor,Electronics,East,1,705,705,66.5
ORD01719,2021-07-29,CUST0775,Printer,Electronics,South,4,1461,5844,1649.38
ORD01720,2023-06-26,CUST0323,Printer,Electronics,West,4,1207,4828,935.75
ORD01721,2021-01-31,CUST0173,Mouse,Accessories,South,2,1152,2304,206.31
ORD01722,2021-06-01,CUST0512,Monitor,Electronics,South,5,545,2725,755.91
ORD01723,2023-04-04,CUST0523,Tablet,Electronics,North,3,783,2349,634.84
ORD01724,2022-03-19,CUST0724,Tablet,Electronics,East,4,1139,4556,572.91
ORD01725,2021-05-16,CUST0020,Printer,Electronics,West,2,834,1668,287.56
ORD01726,2021-11-05,CUST0915,Phone,Electronics,West,3,1294,3882,1049.74
ORD01727,2021-08-26,CUST0975,Printer,Electronics,East,2,1113,2226,386.48
ORD01728,2023-03-07,CUST0573,Phone,Electronics,East,3,1086,3258,528.86
ORD01729,2023-04-27,CUST0742,Tablet,Electronics,East,5,663,3315,787.17
ORD01730,2022-03-20,CUST0721,Tablet,Electronics,South,5,148,740,90.36
ORD01731,2021-02-20,CUST0423,Keyboard,Accessories,South,3,674,2022,485.47
ORD01732,2021-04-24,CUST0095,Laptop,Electronics,North,5,704,3520,229.22
ORD01733,2023-02-17,CUST0428,Phone,Electronics,North,2,1350,2700,200.64
ORD01734,2023-06-01,CUST0129,Camera,Electronics,South,1,1436,1436,360.27
ORD01735,2021-04-26,CUST0223,Laptop,Electronics,West,5,845,4225,1146.61
ORD01736,2022-05-30,CUST0190,Laptop,Electronics,South,2,508,1016,160.57
ORD01737,2022-02-23,CUST0638,Laptop,Electronics,East,1,1031,1031,120.34
ORD01738,2021-06-11,CUST0353,Laptop,Electronics,South,4,794,3176,249.89
ORD01739,2022-08-04,CUST0365,Camera,Electronics,South,1,1283,1283,100.12
ORD01740,2023-04-19,CUST0781,Laptop,Electronics,North,5,452,2260,547.14
ORD01741,2022-10-09,CUST0040,Phone,Electronics,East,4,820,3280,606.1
ORD01742,2022-09-05,CUST0239,Monitor,Electronics,East,2,1098,2196,284.56
ORD01743,2022-02-24,CUST0142,Camera,Electronics,West,5,329,1645,426.07
ORD01744,2021-09-22,CUST0916,Tablet,Electronics,South,1,475,475,52.1
ORD01745,2022-10-17,CUST0781,Camera,Electronics,West,3,982,2946,243.43
ORD01746,2022-02-14,CUST0307,Camera,Electronics,South,5,1125,5625,616.07
ORD01747,2021-08-28,CUST0987,Camera,Electronics,North,3,561,1683,256.77
ORD01748,2021-10-28,CUST0088,Tablet,Electronics,East,1,818,818,149.59
ORD01749,2022-02-28,CUST0512,Tablet,Electronics,East,3,966,2898,604.03
ORD01750,2023-06-12,CUST0160,Phone,Electronics,South,5,121,605,49.2
ORD01751,2021-01-12,CUST0045,Monitor,Electronics,South,3,394,1182,268.21
ORD01752,2023-04-30,CUST0722,Camera,Electronics,North,2,197,394,38.27
ORD01753,2022-10-10,CUST0624,Printer,Electronics,South,3,938,2814,642.29
ORD01754,2021-06-15,CUST0941,Camera,Electronics,North,3,447,1341,146.64
ORD01755,2022-01-14,CUST0020,Camera,Electronics,North,4,752,3008,430.07
ORD01756,2021-06-11,CUST0715,Laptop,Electronics,West,1,175,175,42.91
ORD01757,2022-05-16,CUST0493,Mouse,Accessories,East,5,394,1970,150.76
ORD01758,2023-05-17,CUST0162,Mouse,Accessories,East,5,1114,5570,579.17
ORD01759,2022-02-14,CUST0213,Mouse,Accessories,South,3,609,1827,313.26
ORD01760,2023-02-20,CUST0205,Monitor,Electronics,North,4,159,636,104.65
ORD01761,2022-01-11,CUST0856,Keyboard,Accessories,West,1,1328,1328,137.64
ORD01762,2021-07-22,CUST0793,Camera,Electronics,South,3,954,2862,624.27
ORD01763,2021-10-01,CUST0335,Laptop,Electronics,North,1,1117,1117,148.72
ORD01764,2021-07-23,CUST0199,Keyboard,Accessories,North,5,277,1385,158.01
ORD01765,2021-03-24,CUST0520,Laptop,Electronics,West,1,427,427,59.72
ORD01766,2023-07-07,CUST0444,Monitor,Electronics,East,2,875,1750,417.06
ORD01767,2022-10-05,CUST0727,Tablet,Electronics,East,3,1190,3570,444.99
ORD01768,2022-04-01,CUST0450,Camera,Electronics,North,5,869,4345,292.58
ORD01769,2023-05-06,CUST0037,Tablet,Electronics,East,3,857,2571,506.26
ORD01770,2023-01-17,CUST0823,Camera,Electronics,North,1,989,989,277.15
ORD01771,2022-09-22,CUST0635,Mouse,Accessories,West,2,948,1896,465.53
ORD01772,2022-04-20,CUST0008,Camera,Electronics,South,4,1107,4428,704.76
ORD01773,2022-10-14,CUST0969,Camera,Electronics,North,5,1474,7370,1696.61
ORD01774,2022-05-07,CUST0042,Camera,Electronics,West,4,1312,5248,561.66
ORD01775,2022-06-25,CUST0039,Camera,Electronics,East,3,553,1659,95.54
ORD01776,2023-02-11,CUST0571,Phone,Electronics,North,4,283,1132,97.2
ORD01777,2022-12-16,CUST0980,Tablet,Electronics,South,2,1449,2898,712.3
ORD01778,2021-05-24,CUST0096,Phone,Electronics,West,3,287,861,225.77
ORD01779,2023-04-02,CUST0341,Tablet,Electronics,East,4,1414,5656,743.79
ORD01780,2023-08-15,CUST0691,Camera,Electronics,North,1,629,629,55.62
ORD01781,2022-02-18,CUST0601,Tablet,Electronics,North,4,1438,5752,628.61
ORD01782,2023-12-16,CUST0835,Printer,Electronics,East,5,325,1625,131.5
ORD01783,2021-01-02,CUST0364,Monitor,Electronics,South,2,1446,2892,265.77
ORD01784,2022-12-03,CUST0582,Camera,Electronics,North,1,209,209,51.89
ORD01785,2023-03-29,CUST0641,Keyboard,Accessories,West,2,131,262,78.41
ORD01786,2023-01-08,CUST0959,Mouse,Accessories,East,2,1227,2454,690.13
ORD01787,2021-01-01,CUST0343,Printer,Electronics,North,5,1496,7480,838.09
ORD01788,2021-11-25,CUST0428,Laptop,Electronics,West,1,348,348,63.1
ORD01789,2022-10-26,CUST0895,Keyboard,Accessories,North,4,990,3960,266.0
ORD01790,2023-06-13,CUST0600,Keyboard,Accessories,East,4,526,2104,388.11
ORD01791,2023-09-03,CUST0947,Laptop,Electronics,West,5,839,4195,942.66
ORD01792,2022-02-10,CUST0587,Keyboard,Accessories,North,3,541,1623,452.94
ORD01793,2021-08-09,CUST0704,Printer,Electronics,West,5,922,4610,1283.59
ORD01794,2022-06-11,CUST0974,Monitor,Electronics,South,1,1313,1313,366.27
ORD01795,2023-12-02,CUST0875,Printer,Electronics,East,4,1313,5252,796.69
ORD01796,2021-06-07,CUST0933,Phone,Electronics,North,3,948,2844,452.23
ORD01797,2022-11-25,CUST0172,Printer,Electronics,North,2,505,1010,230.58
ORD01798,2023-01-07,CUST0393,Keyboard,Accessories,South,1,1164,1164,135.06
ORD01799,2023-04-18,CUST0310,Mouse,Accessories,West,5,538,2690,361.3
ORD01800,2022-06-04,CUST0083,Mouse,Accessories,North,2,1356,2712,255.74
ORD01801,2023-02-28,CUST0088,Monitor,Electronics,East,2,648,1296,383.51
ORD01802,2021-02-09,CUST0263,Mouse,Accessories,West,1,266,266,51.57
ORD01803,2023-06-03,CUST0815,Mouse,Accessories,West,3,1314,3942,752.95
ORD01804,2021-12-22,CUST0142,Tablet,Electronics,North,2,563,1126,321.07
ORD01805,2022-06-21,CUST0372,Camera,Electronics,South,5,119,595,120.44
ORD01806,2023-09-21,CUST0193,Tablet,Electronics,North,2,1445,2890,621.97
ORD01807,2021-05-20,CUST0918,Phone,Electronics,West,4,58,232,60.6
ORD01808,2021-03-12,CUST0235,Monitor,Electronics,East,2,989,1978,449.14
ORD01809,2022-10-05,CUST0401,Tablet,Electronics,East,1,808,808,181.2
ORD01810,2023-08-15,CUST0618,Camera,Electronics,East,2,992,1984,283.67
ORD01811,2021-10-31,CUST0876,Camera,Electronics,East,1,1138,1138,101.48
ORD01812,2022-04-02,CUST0855,Tablet,Electronics,South,1,1014,1014,235.83
ORD01813,2021-12-09,CUST0932,Keyboard,Accessories,North,4,688,2752,312.04
ORD01814,2022-11-02,CUST0592,Monitor,Electronics,West,4,839,3356,217.88
ORD01815,2022-09-21,CUST0116,Keyboard,Accessories,East,3,485,1455,80.95
ORD01816,2023-06-30,CUST0486,Phone,Electronics,South,1,1016,1016,152.14
ORD01817,2022-06-13,CUST0409,Monitor,Electronics,East,5,189,945,274.93
ORD01818,2021-04-27,CUST0624,Camera,Electronics,North,4,1052,4208,1166.94
ORD01819,2021-10-25,CUST0276,Keyboard,Accessories,West,4,863,3452,432.49
ORD01820,2022-06-13,CUST0801,Keyboard,Accessories,South,2,1083,2166,521.58
ORD01821,2022-08-06,CUST0854,Phone,Electronics,North,4,1306,5224,1014.52
ORD01822,2022-07-21,CUST0864,Monitor,Electronics,North,3,1482,4446,1183.13
ORD01823,2023-09-13,CUST0843,Phone,Electronics,West,2,915,1830,370.61
ORD01824,2023-09-13,CUST0293,Printer,Electronics,North,5,432,2160,402.7
ORD01825,2022-12-22,CUST0028,Mouse,Accessories,North,1,970,970,95.14
ORD01826,2023-12-22,CUST0855,Monitor,Electronics,South,4,648,2592,512.51
ORD01827,2021-08-26,CUST0880,Monitor,Electronics,East,5,619,3095,313.75
ORD01828,2021-08-27,CUST0908,Phone,Electronics,West,2,952,1904,564.97
ORD01829,2023-10-11,CUST0077,Tablet,Electronics,North,3,1470,4410,1234.34
ORD01830,2022-10-17,CUST0047,Keyboard,Accessories,East,2,516,1032,215.57
ORD01831,2021-06-15,CUST0486,Monitor,Electronics,South,1,312,312,22.18
ORD01832,2021-05-19,CUST0105,Camera,Electronics,East,1,1383,1383,100.67
ORD01833,2021-12-28,CUST0951,Mouse,Accessories,East,3,94,282,42.09
ORD01834,2023-08-08,CUST0416,Mouse,Accessories,West,2,1152,2304,166.74
ORD01835,2021-09-01,CUST0543,Camera,Electronics,West,4,728,2912,843.81
ORD01836,2023-01-11,CUST0144,Mouse,Accessories,North,2,1319,2638,489.72
ORD01837,2021-03-14,CUST0380,Laptop,Electronics,West,3,584,1752,299.59
ORD01838,2022-05-21,CUST0326,Laptop,Electronics,North,2,1264,2528,385.05
ORD01839,2022-06-09,CUST0805,Camera,Electronics,East,2,1452,2904,622.91
ORD01840,2023-11-13,CUST0805,Camera,Electronics,West,4,217,868,251.47
ORD01841,2023-12-04,CUST0239,Keyboard,Accessories,South,2,609,1218,181.73
ORD01842,2021-09-09,CUST0935,Camera,Electronics,West,2,520,1040,97.22
ORD01843,2022-12-27,CUST0579,Phone,Electronics,North,2,676,1352,259.14
ORD01844,2022-07-30,CUST0194,Tablet,Electronics,East,2,810,1620,164.5
ORD01845,2021-11-09,CUST0051,Mouse,Accessories,East,3,82,246,51.52
